epoch,acc,loss,val_acc,val_loss
0,0.6017857142857143,0.7233320619378771,0.6857142857142857,0.598126168478103
1,0.7029761904761904,0.5739660504318419,0.7833333333333333,0.522592039903005
2,0.7452380952380953,0.5339941424982888,0.8071428571428572,0.49136245193935574
3,0.7958333333333333,0.4849316562925066,0.8166666666666667,0.46289206118810744
4,0.8071428571428572,0.43185575164499734,0.8404761904761905,0.417869169939132
5,0.8398809523809524,0.39493300063269476,0.8642857142857143,0.3578175365924835
6,0.8678571428571429,0.3492123407976968,0.8428571428571429,0.35643427769343056
7,0.8803571428571428,0.3172700605222157,0.919047619047619,0.2744758605957031
8,0.9077380952380952,0.27536542827174776,0.9095238095238095,0.2589161566325596
9,0.9023809523809524,0.26467738038017635,0.9,0.26742579965364366
10,0.9327380952380953,0.21168998770770572,0.9285714285714286,0.20533246908869063
11,0.9410714285714286,0.20143524578639438,0.9428571428571428,0.1790615206673032
12,0.9476190476190476,0.17200491300651005,0.95,0.15885527417773293
13,0.955952380952381,0.1574097902469692,0.95,0.1455782644805454
14,0.9494047619047619,0.15157740988901683,0.9476190476190476,0.1462740630621002
15,0.9595238095238096,0.14091009479903038,0.9619047619047619,0.12335965498572304
16,0.9708333333333333,0.11720690860279968,0.9666666666666667,0.114869291583697
17,0.968452380952381,0.11276578716933727,0.969047619047619,0.0997997339282717
18,0.969047619047619,0.10489440613559314,0.969047619047619,0.09594620530094419
19,0.9755952380952381,0.09778023140416259,0.9738095238095238,0.09513680658170155
20,0.9761904761904762,0.0963490734675101,0.969047619047619,0.09609360251398313
21,0.969047619047619,0.09733109628515584,0.9833333333333333,0.07075132791485106
22,0.9755952380952381,0.08509304518146174,0.9833333333333333,0.0683588465764409
23,0.9827380952380952,0.0652291830096926,0.9571428571428572,0.10269423634523438
24,0.975,0.07367440765457493,0.9880952380952381,0.06063137313439732
25,0.9797619047619047,0.06888292697480038,0.9714285714285714,0.07961591308315595
26,0.9833333333333333,0.061063462123274806,0.9833333333333333,0.055891237195049015
27,0.9857142857142858,0.05671467725631027,0.9761904761904762,0.06909732405273687
28,0.9833333333333333,0.05606649788540034,0.9904761904761905,0.04192771216233571
29,0.9827380952380952,0.056248906081808464,0.9785714285714285,0.05929794417960303
30,0.9839285714285714,0.054056664028515417,0.9857142857142858,0.04785356726497412
31,0.9851190476190477,0.04775026156345294,0.9880952380952381,0.04133883144351698
32,0.9839285714285714,0.05194357057501163,0.9833333333333333,0.054784321164091425
33,0.986904761904762,0.042075872277131394,0.9928571428571429,0.037664790788576714
34,0.9886904761904762,0.03829151286211397,0.9904761904761905,0.03973802732569831
35,0.9880952380952381,0.03940569195408551,0.9904761904761905,0.03742063474797067
36,0.9892857142857143,0.0429408852820329,0.9928571428571429,0.03650035024842336
37,0.9910714285714286,0.0360992329527757,0.9904761904761905,0.03152714805411441
38,0.9898809523809524,0.03580325332337192,0.9928571428571429,0.03542652526160791
39,0.9904761904761905,0.031061079828733844,0.9928571428571429,0.02606512207005705
40,0.9904761904761905,0.03582076124203879,0.9928571428571429,0.03283208872945536
41,0.9916666666666667,0.03238540424056174,0.9928571428571429,0.02471236926725223
42,0.993452380952381,0.02502806349213989,0.9928571428571429,0.033080828526899926
43,0.9916666666666667,0.02911694064470274,0.9904761904761905,0.03973258232609147
44,0.9922619047619048,0.031944546861840145,0.9952380952380953,0.021401307268422983
45,0.9940476190476191,0.02929280695416743,0.9928571428571429,0.03296277635797326
46,0.9940476190476191,0.025408614366980536,0.9904761904761905,0.022055201327783013
47,0.9916666666666667,0.028469261386808716,0.9928571428571429,0.02254493851214647
48,0.9940476190476191,0.018631526292301713,0.9928571428571429,0.021247012875530692
49,0.993452380952381,0.023529782089116495,0.9928571428571429,0.02488198341646542
50,0.9904761904761905,0.026703719886219394,0.9952380952380953,0.018494615586297142
51,0.9928571428571429,0.022196480525391443,0.9928571428571429,0.017642443392070987
52,0.9964285714285714,0.016231107945731352,0.9952380952380953,0.024064332038341532
53,0.9976190476190476,0.016728733470552558,0.9952380952380953,0.017897657822773215
54,0.9976190476190476,0.02075807318435095,0.9928571428571429,0.01875724498559499
55,0.9976190476190476,0.018669562655988903,0.9928571428571429,0.018909807549789548
56,0.9964285714285714,0.01743923322009366,0.9952380952380953,0.020008973185239094
